league,season,game,date,home_team,away_team,FTHG,FTAG,FTR,HTHG,HTAG,HTR,referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,LBH,LBD,LBA,PSH,PSD,PSA,WHH,WHD,WHA,SJH,SJD,SJA,VCH,VCD,VCA,Bb1X2,BbMxH,BbAvH,BbMxD,BbAvD,BbMxA,BbAvA,BbOU,BbMx>2.5,BbAv>2.5,BbMx<2.5,BbAv<2.5,BbAH,BbAHh,BbMxAHH,BbAvAHH,BbMxAHA,BbAvAHA,PSCH,PSCD,PSCA,MaxH,MaxD,MaxA,AvgH,AvgD,AvgA,B365>2.5,B365<2.5,P>2.5,P<2.5,Max>2.5,Max<2.5,Avg>2.5,Avg<2.5,AHh,B365AHH,B365AHA,PAHH,PAHA,MaxAHH,MaxAHA,AvgAHH,AvgAHA,B365CH,B365CD,B365CA,BWCH,BWCD,BWCA,IWCH,IWCD,IWCA,WHCH,WHCD,WHCA,VCCH,VCCD,VCCA,MaxCH,MaxCD,MaxCA,AvgCH,AvgCD,AvgCA,B365C>2.5,B365C<2.5,PC>2.5,PC<2.5,MaxC>2.5,MaxC<2.5,AvgC>2.5,AvgC<2.5,AHCh,B365CAHH,B365CAHA,PCAHH,PCAHA,MaxCAHH,MaxCAHA,AvgCAHH,AvgCAHA,BFH,BFD,BFA,1XBH,1XBD,1XBA,BFEH,BFED,BFEA,BFE>2.5,BFE<2.5,BFEAHH,BFEAHA,BFCH,BFCD,BFCA,1XBCH,1XBCD,1XBCA,BFECH,BFECD,BFECA,BFEC>2.5,BFEC<2.5,BFECAHH,BFECAHA,date_norm,home_xg,away_xg,home_elo,away_elo,elo_diff,ï»¿Div,Date,Time,Referee,BFDH,BFDD,BFDA,BMGMH,BMGMD,BMGMA,BVH,BVD,BVA,CLH,CLD,CLA,BFDCH,BFDCD,BFDCA,BMGMCH,BMGMCD,BMGMCA,BVCH,BVCD,BVCA,CLCH,CLCD,CLCA,LBCH,LBCD,LBCA
ESP-La Liga,2526,,2026-08-03 20:00:00,Ath Bilbao,Barcelona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-03,,,1690.70043945,1938.57006836,-247.86962891000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2526,,2026-08-03 20:00:00,Ath Madrid,Sociedad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-03,,,1830.80102539,1674.51550293,156.28552246000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2526,,2026-08-03 20:00:00,Celta,Real Madrid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-03,,,1687.43505859,1912.31481934,-224.87976075000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2526,,2026-08-03 20:00:00,Espanol,Oviedo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-03,,,1624.94543457,1542.49707031,82.44836426000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2526,,2026-08-03 20:00:00,Valencia,Alaves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-03,,,1630.55126953,1600.39074707,30.16052245999981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2526,,2026-08-03 20:00:00,Getafe,Betis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-03,,,1605.24279785,1747.15856934,-141.91577149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2526,,2026-08-03 20:00:00,Villarreal,Elche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-03,,,1735.04406738,1581.19250488,153.8515625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2526,,2026-08-03 20:00:00,Levante,Girona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-03,,,1583.8302002,1608.30773926,-24.477539060000026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2526,,2026-08-03 20:00:00,Osasuna,Mallorca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-03,,,1668.7401123,1621.03234863,47.70776367000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2526,,2026-08-03 20:00:00,Sevilla,Vallecano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-03,,,1595.36975098,1605.65222168,-10.282470699999976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2526,,2026-03-15 20:00:00,Alaves,Villarreal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-03-15,,,1600.39074707,1735.04406738,-134.6533203099998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2526,,2026-03-15 20:00:00,Ath Madrid,Getafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-03-15,,,1830.80102539,1605.24279785,225.55822753999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2526,,2026-03-15 20:00:00,Barcelona,Sevilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-03-15,,,1938.57006836,1595.36975098,343.2003173800001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2526,,2026-03-15 20:00:00,Betis,Celta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-03-15,,,1747.15856934,1687.43505859,59.72351075000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2526,,2026-03-15 20:00:00,Oviedo,Valencia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-03-15,,,1542.49707031,1630.55126953,-88.05419921999987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2526,,2026-03-15 20:00:00,Girona,Ath Bilbao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-03-15,,,1608.30773926,1690.70043945,-82.39270018999991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2526,,2026-03-15 20:00:00,Real Madrid,Elche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-03-15,,,1912.31481934,1581.19250488,331.1223144600001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2526,,2026-03-15 20:00:00,Mallorca,Espanol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-03-15,,,1621.03234863,1624.94543457,-3.913085940000201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2526,,2026-03-15 20:00:00,Vallecano,Levante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-03-15,,,1605.65222168,1583.8302002,21.822021479999876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2526,,2026-03-15 20:00:00,Sociedad,Osasuna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-03-15,,,1674.51550293,1668.7401123,5.775390629999947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2526,,2026-03-22 20:00:00,Ath Bilbao,Betis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-03-22,,,1690.70043945,1747.15856934,-56.45812989000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2526,,2026-03-22 20:00:00,Barcelona,Vallecano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-03-22,,,1938.57006836,1605.65222168,332.91784668000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2526,,2026-03-22 20:00:00,Elche,Mallorca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-03-22,,,1581.19250488,1621.03234863,-39.83984375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2526,,2026-03-22 20:00:00,Espanol,Getafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-03-22,,,1624.94543457,1605.24279785,19.7026367200001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2526,,2026-03-22 20:00:00,Levante,Oviedo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-03-22,,,1583.8302002,1542.49707031,41.33312989000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2526,,2026-03-22 20:00:00,Sevilla,Valencia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-03-22,,,1595.36975098,1630.55126953,-35.181518549999964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2526,,2026-03-22 20:00:00,Celta,Alaves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-03-22,,,1687.43505859,1600.39074707,87.04431151999984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2526,,2026-03-22 20:00:00,Real Madrid,Ath Madrid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-03-22,,,1912.31481934,1830.80102539,81.51379395000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2526,,2026-03-22 20:00:00,Osasuna,Girona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-03-22,,,1668.7401123,1608.30773926,60.4323730399999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2526,,2026-03-22 20:00:00,Villarreal,Sociedad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-03-22,,,1735.04406738,1674.51550293,60.528564449999976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2526,,2026-05-04 20:00:00,Alaves,Osasuna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-04,,,1600.39074707,1668.7401123,-68.34936522999988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2526,,2026-05-04 20:00:00,Ath Madrid,Barcelona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-04,,,1830.80102539,1938.57006836,-107.7690429700001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2526,,2026-05-04 20:00:00,Betis,Espanol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-04,,,1747.15856934,1624.94543457,122.2131347699999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2526,,2026-05-04 20:00:00,Girona,Villarreal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-04,,,1608.30773926,1735.04406738,-126.73632811999983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2526,,2026-05-04 20:00:00,Mallorca,Real Madrid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-04,,,1621.03234863,1912.31481934,-291.2824707100001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2526,,2026-05-04 20:00:00,Oviedo,Sevilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-04,,,1542.49707031,1595.36975098,-52.87268066999991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2526,,2026-05-04 20:00:00,Getafe,Ath Bilbao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-04,,,1605.24279785,1690.70043945,-85.45764159999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2526,,2026-05-04 20:00:00,Valencia,Celta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-04,,,1630.55126953,1687.43505859,-56.883789060000026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2526,,2026-05-04 20:00:00,Vallecano,Elche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-04,,,1605.65222168,1581.19250488,24.459716800000024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2526,,2026-05-04 20:00:00,Sociedad,Levante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-04,,,1674.51550293,1583.8302002,90.68530272999988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2526,,2026-12-04 20:00:00,Ath Bilbao,Villarreal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-12-04,,,1690.70043945,1735.04406738,-44.34362792999991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2526,,2026-12-04 20:00:00,Barcelona,Espanol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-12-04,,,1938.57006836,1624.94543457,313.62463378999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2526,,2026-12-04 20:00:00,Celta,Oviedo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-12-04,,,1687.43505859,1542.49707031,144.9379882799999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2526,,2026-12-04 20:00:00,Elche,Valencia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-12-04,,,1581.19250488,1630.55126953,-49.35876465000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2526,,2026-12-04 20:00:00,Mallorca,Vallecano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-12-04,,,1621.03234863,1605.65222168,15.380126949999976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2526,,2026-12-04 20:00:00,Sociedad,Alaves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-12-04,,,1674.51550293,1600.39074707,74.12475585999982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2526,,2026-12-04 20:00:00,Sevilla,Ath Madrid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-12-04,,,1595.36975098,1830.80102539,-235.43127441000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2526,,2026-12-04 20:00:00,Osasuna,Betis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-12-04,,,1668.7401123,1747.15856934,-78.41845704000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2526,,2026-12-04 20:00:00,Levante,Getafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-12-04,,,1583.8302002,1605.24279785,-21.412597649999952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2526,,2026-12-04 20:00:00,Real Madrid,Girona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-12-04,,,1912.31481934,1608.30773926,304.0070800799999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2526,,2026-04-19 20:00:00,Alaves,Mallorca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-19,,,1600.39074707,1621.03234863,-20.6416015599998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
