league,season,date,home_team,away_team,FTHG,FTAG,FTR,home_xg,away_xg,home_elo,away_elo,elo_diff,home_form_l5,home_form_l10,home_finishing_efficiency_l5,home_finishing_efficiency_l10,home_attacking_xg_l5,home_attacking_xg_l10,home_defensive_xg_l5,home_defensive_xg_l10,home_rest_days,away_form_l5,away_form_l10,away_finishing_efficiency_l5,away_finishing_efficiency_l10,away_attacking_xg_l5,away_attacking_xg_l10,away_defensive_xg_l5,away_defensive_xg_l10,away_rest_days,form_diff_l5,form_diff_l10,attack_vs_defense_l5,defense_vs_attack_l5
ENG-Premier League,2526,2026-02-22,Tottenham,Arsenal,,,,,,1811.74987793,2060.09692383,-248.3470459,2.0,4.0,-0.3427409999999999,-0.3344741249999999,1.592741,1.459474125,2.0551625000000002,1.650273125,12.0,7.0,12.0,0.8258466666666667,0.1726239999999999,1.8408199999999997,1.684518857142857,0.8058250000000005,0.6633351428571428,4.0,-5.0,-8.0,0.7869159999999995,0.21434250000000055
ESP-La Liga,2526,2026-02-22,Getafe,Sevilla,,,,,,1605.24279785,1595.36975098,9.873046870000053,5.0,6.0,-0.24481425,-0.1795635,0.9948142499999999,0.8045635,1.25776675,1.3957926250000001,7.0,5.0,8.0,-0.03201925000000014,-0.5100568571428573,1.5320192499999998,1.3671997142857144,2.2596974999999997,2.395355714285714,8.0,0.0,-2.0,-1.2648832499999998,-0.2742524999999998
ESP-La Liga,2526,2026-02-22,Barcelona,Levante,,,,,,1938.57006836,1583.8302002,354.73986816,9.0,21.0,-2.1708266666666662,-1.0251957142857144,4.50416,3.596624285714286,1.136206666666667,1.477178142857143,6.0,4.0,9.0,0.2430163333333335,0.1268797142857143,1.4236503333333337,1.3016917142857143,1.3406746666666673,1.6364819999999995,4.0,5.0,12.0,3.163485333333332,-0.28744366666666665
ESP-La Liga,2526,2026-02-22,Celta,Mallorca,,,,,,1687.43505859,1621.03234863,66.40270996000004,4.0,14.0,-0.20646775000000006,-0.06617014285714305,1.4564677499999998,1.7804558571428573,1.244169,1.242538142857143,8.0,6.0,10.0,-0.1341357500000002,0.01777937499999996,1.88413575,1.607220625,1.8580725,1.67653425,7.0,-2.0,4.0,-0.4016047500000002,-0.6399667499999999
ESP-La Liga,2526,2026-02-22,Villarreal,Valencia,,,,,,1735.04406738,1630.55126953,104.49279785,4.0,10.0,0.8655970000000005,0.1764058571428571,1.1344029999999992,1.5378798571428571,1.5004923333333338,1.6415084285714285,4.0,6.0,8.0,-0.24374850000000003,-0.528778,1.4937485000000001,1.653778,1.3896477499999995,1.33293325,7.0,-2.0,2.0,-0.25524475000000035,0.006743833333333615
FRA-Ligue 1,2526,2026-02-22,Auxerre,Rennes,,,,,,1559.32299805,1653.82189941,-94.49890136,2.0,5.0,-0.8327633333333332,-0.35131257142857136,0.832763333333333,1.2084554285714286,1.2527373333333334,1.2857781428571429,7.0,0.0,10.0,-1.1551889999999996,-0.29680928571428583,1.3708059999999997,1.359963125,2.521603333333333,1.70965275,9.0,2.0,-5.0,-1.6888400000000003,-0.11806866666666638
FRA-Ligue 1,2526,2026-02-22,Angers,Lille,,,,,,1570.98925781,1700.66760254,-129.67834472999994,7.0,13.0,-0.2867946666666665,0.11013600000000015,0.9534613333333329,1.264864,0.6163196666666666,1.364956125,7.0,1.0,7.0,-0.5657704999999997,0.1369308333333336,1.0657704999999995,0.8630691666666666,2.0910595000000005,1.7306303333333333,8.0,6.0,6.0,-1.1375981666666677,-0.4494508333333329
FRA-Ligue 1,2526,2026-02-22,Nantes,Le Havre,,,,,,1519.63806152,1566.65551758,-47.01745605999986,0.0,3.0,-0.5938,-0.2023681666666667,1.5938000000000005,1.3690348333333333,1.1941135000000003,1.7631963333333331,9.0,4.0,9.0,0.18816966666666637,-0.3461274999999999,0.4784970000000001,0.9711274999999999,0.893021333333333,1.44003025,7.0,-4.0,-6.0,0.7007786666666675,0.7156165000000001
FRA-Ligue 1,2526,2026-02-22,Nice,Lorient,,,,,,1590.06481934,1616.08728027,-26.02246093000008,5.0,6.0,0.9106523333333333,-0.17105928571428572,1.089347666666667,1.3139164285714284,1.5493873333333337,1.580333142857143,7.0,6.0,14.0,1.0596915000000007,0.24859866666666655,0.9403084999999997,1.2514013333333331,1.5420999999999996,1.0248795,7.0,-1.0,-8.0,-0.45275233333333254,0.609078833333334
FRA-Ligue 1,2526,2026-02-22,Strasbourg,Lyon,,,,,,1693.69299316,1768.59082031,-74.89782715000001,3.0,8.0,-0.016406666666666608,-0.07566389999999995,2.0164066666666667,1.3256639,1.2541936666666664,1.150599625,8.0,9.0,18.0,1.0208955000000004,0.00367066666666623,1.9791045,1.996329333333333,0.7869904999999997,1.2446978333333332,7.0,-6.0,-10.0,1.229416166666667,-0.7249108333333336
GER-Bundesliga,2526,2026-02-22,Freiburg,M'gladbach,,,,,,1699.19946289,1622.73962402,76.45983886999988,6.0,13.0,-0.28932899999999995,-0.028792714285714442,1.2893289999999997,1.6002212857142857,1.9221799999999998,1.6732464285714286,8.0,2.0,6.0,-0.4208659999999996,-0.135715625,1.0875326666666667,1.135715625,1.4864096666666669,2.006169875,8.0,4.0,7.0,-0.19708066666666713,0.8346473333333331
GER-Bundesliga,2526,2026-02-22,St Pauli,Werder Bremen,,,,,,1555.26184082,1620.79553223,-65.53369140999985,4.0,9.0,-0.6266433333333331,-0.02048287500000008,1.9599766666666667,1.145482875,1.6965023333333333,1.6898505,8.0,1.0,3.0,-0.8471306666666667,-0.52884075,1.180464,1.02884075,0.7297456666666665,1.4721046249999998,8.0,3.0,6.0,1.2302310000000003,0.5160383333333334
GER-Bundesliga,2526,2026-02-22,Heidenheim,Stuttgart,,,,,,1515.38146973,1747.33569336,-231.9542236300001,0.0,2.0,-1.025679333333333,-0.72901375,1.692346,1.60401375,2.588926666666666,2.24059125,7.0,6.0,14.0,-0.5304923333333335,-0.4976095714285715,2.197159,2.354752428571429,1.2734423333333336,1.2488257142857144,8.0,-6.0,-12.0,0.41890366666666634,0.39176766666666607
ITA-Serie A,2526,2026-02-22,Genoa,Torino,,,,,,1626.42260742,1630.54516602,-4.12255859999982,4.0,9.0,0.51520075,0.5351853750000002,1.23479925,1.0898146249999998,1.2550385,1.44475675,7.0,4.0,7.0,-0.30446925,-0.375174875,1.05446925,1.3751748750000001,1.730321,1.63069275,7.0,0.0,2.0,-0.49552175,0.20056925000000003
ITA-Serie A,2526,2026-02-22,Atalanta,Napoli,,,,,,1790.18823242,1802.6505127,-12.46228027999996,8.0,17.0,-0.9246684999999997,-0.8110955,2.6746685,2.3110955,2.5964815,1.8862447500000001,8.0,9.0,15.0,0.16975225000000022,2.862499999994883e-05,1.3302477499999998,1.4999713749999999,1.4517374999999997,1.1739253749999998,7.0,-1.0,2.0,1.2229310000000004,1.26623375
ITA-Serie A,2526,2026-02-22,Milan,Parma,,,,,,1833.3190918,1600.06640625,233.25268555,7.0,15.0,-0.705124,-0.3671508571428572,2.371790666666666,1.9385794285714284,0.9192853333333341,1.2504712857142857,4.0,4.0,9.0,-0.28015999999999985,-0.15730987500000002,0.78016,0.782309875,2.8148800000000005,2.186963,7.0,3.0,6.0,-0.44308933333333433,0.1391253333333341
ITA-Serie A,2526,2026-02-22,Roma,Cremonese,,,,,,1803.15795898,1557.72375488,245.43420410000024,7.0,16.0,-0.5090255000000001,-0.34469024999999986,1.7590255,1.84469025,0.5583420000000001,0.8679830000000002,7.0,1.0,2.0,-0.43064424999999995,-0.5147228749999999,0.6806442500000001,0.889722875,1.792621,2.15559175,7.0,6.0,14.0,-0.03359550000000011,-0.12230224999999995
ENG-Premier League,2526,2026-02-23,Everton,Man United,,,,,,1822.35644531,1878.12097168,-55.764526369999885,5.0,13.0,-0.3475240000000005,-0.19134611111111124,1.5975239999999997,1.4135683333333333,1.6795525000000002,1.5991792222222223,13.0,10.0,16.0,0.9034877499999997,0.11692762500000009,1.3465122500000002,1.7580723749999998,1.2612384999999997,0.992457125,13.0,-5.0,-3.0,0.3362855,0.33304025000000004
ESP-La Liga,2526,2026-02-23,Alaves,Girona,,,,,,1600.39074707,1608.30773926,-7.916992189999974,6.0,7.0,-0.80379,-0.584486142857143,1.8037900000000002,1.4416290000000003,1.636945,1.7470014285714286,9.0,5.0,14.0,-0.4804899999999997,-0.16674628571428554,1.8138233333333333,1.4524605714285712,1.1115090000000003,1.190021,7.0,1.0,-7.0,0.6922809999999999,-0.17687833333333325
ITA-Serie A,2526,2026-02-23,Fiorentina,Pisa,,,,,,1645.61462402,1519.54919434,126.06542968000008,4.0,9.0,-0.20530999999999988,-0.5217487500000002,1.7053099999999999,1.77174875,1.5081349999999998,1.6013365,9.0,2.0,4.0,-0.031376000000000015,-0.307433,1.0313759999999998,1.182433,2.5747435750000003,2.0549675375,10.0,2.0,5.0,-0.8694335750000004,0.47675899999999993
ITA-Serie A,2526,2026-02-23,Bologna,Udinese,,,,,,1688.95678711,1623.22949219,65.72729492000008,0.0,4.0,-0.25575950000000025,-0.02011262499999998,1.0057594999999995,1.020112625,1.4758044999999997,1.7913947499999998,8.0,6.0,11.0,0.34875849999999997,0.10567912499999998,0.9012414999999998,1.144320875,1.4008815000000001,1.4919559999999998,8.0,-6.0,-7.0,-0.39512200000000064,0.5745629999999999
ENG-Premier League,2526,2026-02-27,Wolves,Aston Villa,,,,,,1673.60400391,1933.72741699,-260.12341307999986,1.0,6.0,-0.26033949999999995,-0.3585211428571429,0.7603394999999997,1.0728068571428573,3.7268600000000007,1.8274972857142857,5.0,4.0,11.0,-0.4585980000000003,-0.5055746249999999,1.1252646666666668,1.505574625,0.8742273333333334,1.494997625,6.0,-3.0,-5.0,-0.11388783333333363,2.601595333333334
FRA-Ligue 1,2526,2026-02-27,Strasbourg,Lens,,,,,,1693.69299316,1756.93359375,-63.24060058999999,0.0,8.0,-0.24205,-0.06560445714285708,1.2420499999999999,1.3513187428571427,1.0108554999999995,1.1712024285714284,5.0,6.0,18.0,-0.6036699999999999,-0.5137733333333336,1.60367,2.1804399999999995,0.407119,0.7095609999999999,6.0,-6.0,-10.0,0.8349309999999999,-0.5928145000000005
GER-Bundesliga,2526,2026-02-27,Augsburg,FC Koln,,,,,,1605.57751465,1574.85571289,30.721801760000066,3.0,9.0,-0.7381900000000002,-0.33388600000000007,1.7381899999999997,1.3338860000000001,2.9463350000000004,2.2869500000000005,6.0,3.0,7.0,-0.2786299999999999,-0.4013172857142857,1.2786299999999997,1.5441744285714287,2.2020050000000007,2.0883742857142855,6.0,0.0,2.0,-0.463815000000001,1.6677050000000007
ENG-Premier League,2526,2026-02-28,Bournemouth,Sunderland,,,,,,1844.31835938,1702.13769531,142.18066406999992,7.0,15.0,0.056760000000000144,0.06609550000000011,1.6099066666666666,1.9339044999999997,1.6937220000000002,1.53166475,7.0,3.0,8.0,-0.0025063333333333513,-0.18792862499999996,1.0025063333333335,1.0629286249999998,1.467367,1.9326838750000004,6.0,4.0,7.0,0.1425396666666665,0.6912156666666667
ENG-Premier League,2526,2026-02-28,Burnley,Brentford,,,,,,1697.41235352,1857.94604492,-160.53369140000018,3.0,6.0,0.11197200000000007,0.29254174999999993,0.8880280000000002,0.8324582500000001,1.7121333333333333,2.2133550000000004,7.0,7.0,14.0,0.40777466666666684,-0.34063375,1.2588920000000003,1.84063375,2.0862799999999995,1.5489323750000001,7.0,-4.0,-8.0,-1.1982519999999992,0.45324133333333294
ENG-Premier League,2526,2026-02-28,Liverpool,West Ham,,,,,,1952.64709473,1746.12316895,206.5239257799999,6.0,10.0,-0.4826566666666669,-0.5739408750000001,2.4826566666666667,1.9489408750000001,1.1309576666666656,1.09061975,6.0,4.0,11.0,0.2814633333333332,-0.04488225000000021,1.3852033333333331,1.6698822500000001,1.7478456666666666,1.7756893749999998,7.0,2.0,-1.0,0.7348110000000001,-0.2542456666666675
ENG-Premier League,2526,2026-02-28,Newcastle,Everton,,,,,,1874.52978516,1822.35644531,52.17333985000005,3.0,13.0,-0.35857633333333355,-0.3123690000000002,2.025243,2.062369,2.1464000000000003,1.63847325,7.0,4.0,12.0,-0.5000600000000007,-0.05875937500000014,1.8333933333333332,1.433759375,1.6805366666666668,1.642891625,5.0,-1.0,1.0,0.34470633333333334,0.3130066666666671
ENG-Premier League,2526,2026-02-28,Leeds,Man City,,,,,,1785.33105469,1979.5435791,-194.21252441,4.0,10.0,0.05000666666666657,-0.14727975,1.6166600000000002,1.52227975,2.80561,1.953329,7.0,7.0,13.0,0.29062666666666703,-0.37656687499999997,2.042706666666666,1.751566875,1.2722433333333336,1.47040175,7.0,-3.0,-3.0,0.3444166666666666,0.7629033333333344
FRA-Ligue 1,2526,2026-02-28,Rennes,Toulouse,,,,,,1653.82189941,1652.88696289,0.9349365200000648,0.0,7.0,-0.427968,-0.3495961666666669,1.1150039999999994,1.4142309999999998,3.2306099999999995,1.7662402857142858,6.0,1.0,13.0,-0.7482779999999999,0.556763714285714,0.7482779999999999,1.0146648571428571,1.0211264999999994,1.0836584571428571,7.0,-1.0,-6.0,0.09387750000000006,2.4823319999999995
FRA-Ligue 1,2526,2026-02-28,Monaco,Angers,,,,,,1681.03063965,1570.98925781,110.04138184,4.0,5.0,0.44375900000000007,-0.31753985714285743,1.556241,1.1746827142857141,0.4419555000000005,1.0492331428571429,7.0,6.0,13.0,-0.25882499999999975,0.1410725714285716,1.2588249999999994,1.2874988571428572,0.5449309999999998,1.2794712857142858,6.0,-2.0,-8.0,1.0113100000000002,-0.8168694999999989
FRA-Ligue 1,2526,2026-02-28,Le Havre,Paris SG,,,,,,1566.65551758,1957.35595703,-390.70043945,3.0,9.0,0.3680299999999996,-0.27162028571428565,0.6319700000000001,0.985906,1.0583049999999994,1.4528674285714285,6.0,6.0,21.0,0.60217,0.8364014285714284,3.3239,2.41515375,1.55977,0.895977875,7.0,-3.0,-12.0,-0.9278,-2.2655950000000007
GER-Bundesliga,2526,2026-02-28,Hoffenheim,St Pauli,,,,,,1721.77478027,1555.26184082,166.51293944999998,3.0,16.0,-0.08755500000000027,0.28248114285714304,2.087555,1.8603760000000003,3.8055100000000004,1.9188825714285715,7.0,3.0,6.0,-0.7741399999999998,-0.1662132857142858,2.27414,1.1662132857142855,1.5148085,1.660629142857143,6.0,0.0,10.0,0.5727465,1.5313700000000003
GER-Bundesliga,2526,2026-02-28,M'gladbach,Union Berlin,,,,,,1622.73962402,1622.77209473,-0.0324707099998704,2.0,6.0,-0.020313999999999277,-0.20932957142857145,1.020314,1.2093295714285712,0.8662045,1.9039912857142858,6.0,1.0,7.0,-0.25196500000000027,-0.7491431428571429,1.251965,1.749143142857143,0.9018165000000002,1.296549142857143,7.0,1.0,-1.0,0.1184974999999997,-0.38576049999999995
GER-Bundesliga,2526,2026-02-28,Werder Bremen,Heidenheim,,,,,,1620.79553223,1515.38146973,105.4140625,1.0,3.0,-0.5572360000000002,-0.5175468571428572,1.057236,1.0889754285714286,0.8108349999999998,1.3892495714285713,6.0,0.0,2.0,-1.0446899999999997,-0.7053871428571428,2.04469,1.56253,2.8450149999999996,2.4177657142857143,6.0,1.0,1.0,-1.7877789999999996,-1.2338550000000004
GER-Bundesliga,2526,2026-02-28,Leverkusen,Mainz,,,,,,1811.3359375,1662.87451172,148.4614257799999,4.0,13.0,0.8646115000000004,-0.2914581428571429,1.1353885000000006,1.8628867142857142,1.0509840000000001,1.4228541428571428,7.0,6.0,14.0,-0.7916700000000001,-0.7473599999999998,2.79167,2.4616457142857144,1.7268049999999988,1.7247255714285714,8.0,-2.0,-1.0,-0.5914164999999982,-1.7406859999999997
GER-Bundesliga,2526,2026-02-28,Dortmund,Bayern Munich,,,,,,1838.93371582,1976.04528809,-137.1115722699999,6.0,19.0,-0.4224899999999998,0.294937142857143,2.9224900000000003,2.4193485714285714,2.5353749999999997,1.2682959999999999,7.0,4.0,16.0,-0.8336899999999992,0.47700285714285723,4.333690000000001,3.5229971428571427,2.65663,1.8164755714285712,7.0,2.0,3.0,0.26586000000000043,-1.798315000000001
ENG-Premier League,2526,2026-03-03,Bournemouth,Brentford,,,,,,1844.31835938,1857.94604492,-13.62768554000013,4.0,14.0,-0.11927999999999983,0.28859771428571446,1.61928,1.7114022857142854,1.4888180000000002,1.4171968571428573,3.0,4.0,13.0,0.26912000000000025,-0.3098237142857143,1.7308800000000004,2.0241094285714287,2.052839999999999,1.683307142857143,3.0,0.0,1.0,-0.43355999999999884,-0.24206200000000022
ENG-Premier League,2526,2026-03-03,Everton,Burnley,,,,,,1822.35644531,1697.41235352,124.94409179000012,3.0,9.0,-0.609460000000001,-0.11068928571428589,2.1094599999999994,1.3964035714285714,1.8066800000000005,1.6269547142857144,3.0,3.0,6.0,0.2311435000000001,0.3808348571428571,1.2688565,0.7620222857142858,1.6249500000000001,2.1734800000000005,3.0,0.0,3.0,0.48450999999999933,0.5378235000000005
ENG-Premier League,2526,2026-03-03,Leeds,Sunderland,,,,,,1785.33105469,1702.13769531,83.19335937999995,4.0,9.0,0.16436499999999987,-0.145554,2.3356350000000003,1.7169825714285716,2.43628,1.9926145714285715,3.0,0.0,7.0,-0.5605095,-0.0773268571428571,0.5605095,1.0773268571428571,2.137865,1.859857285714286,3.0,4.0,2.0,0.19777000000000022,1.8757705
ENG-Premier League,2526,2026-03-03,Wolves,Liverpool,,,,,,1673.60400391,1952.64709473,-279.04309081999986,1.0,3.0,-0.26033949999999995,-0.5450663333333333,0.7603394999999997,0.8783996666666668,3.7268600000000007,2.0928005,4.0,3.0,9.0,-1.1741200000000003,-0.4161710000000002,2.1741199999999994,1.9875995714285715,1.5542769999999986,1.223656857142857,3.0,-2.0,-6.0,-0.7939374999999989,1.5527400000000013
ESP-La Liga,2526,2026-03-05,Alaves,Ath Bilbao,,,,,,1600.39074707,1690.70043945,-90.30969237999987,6.0,7.0,-0.6683733333333333,-0.6297338333333334,2.0017066666666667,1.4630671666666668,1.5911600000000001,1.7204083333333333,10.0,4.0,5.0,0.13996200000000023,-0.40070914285714254,1.860038,1.8292805714285716,1.210547,1.4991057142857145,13.0,2.0,2.0,0.7911596666666667,-0.26887799999999995
ESP-La Liga,2526,2026-03-05,Betis,Oviedo,,,,,,1747.15856934,1542.49707031,204.66149903,6.0,13.0,-0.2650960000000004,0.07005983333333317,1.598429333333333,1.7632735000000002,1.3944283333333332,1.6028191666666667,12.0,3.0,6.0,,,,,,,12.0,3.0,7.0,,
ESP-La Liga,2526,2026-03-05,Celta,Elche,,,,,,1687.43505859,1581.19250488,106.24255371000004,1.0,11.0,-0.6410436666666667,-0.08207516666666691,1.3077103333333329,1.748741833333333,1.219118666666667,1.1720261666666667,11.0,0.0,5.0,0.4804629999999997,0.3607251428571427,0.8528703333333332,1.3535605714285714,4.042313333333333,2.921248571428571,13.0,1.0,6.0,-2.734603000000001,0.36624833333333373
ESP-La Liga,2526,2026-03-05,Espanol,Real Madrid,,,,,,1624.94543457,1912.31481934,-287.3693847699999,0.0,4.0,0.09829433333333297,-0.3239021428571429,1.2350389999999996,1.323902142857143,1.8770966666666664,1.9003885714285715,12.0,9.0,21.0,0.34336666666666654,0.08088571428571416,1.656633333333333,2.347685714285714,0.8646730000000007,1.026189,12.0,-9.0,-17.0,0.37036599999999886,0.22046333333333346
ESP-La Liga,2526,2026-03-05,Getafe,Vallecano,,,,,,1605.24279785,1605.65222168,-0.4094238299999233,5.0,6.0,-0.13155533333333336,-0.1615118571428571,1.1315553333333332,0.8757975714285714,1.4280703333333336,1.4873744285714285,11.0,0.0,5.0,-0.3527446666666669,-0.5865197142857143,1.0194113333333334,1.3008054285714288,1.85781,1.679069142857143,12.0,5.0,1.0,-0.7262546666666667,0.4086590000000001
ESP-La Liga,2526,2026-03-05,Girona,Mallorca,,,,,,1608.30773926,1621.03234863,-12.724609369999826,2.0,11.0,-0.8088499999999996,-0.3330473333333331,1.80885,1.499714,1.0335735000000006,1.2177761666666667,10.0,3.0,7.0,-0.1407410000000002,-0.039537857142857194,1.4740743333333333,1.468109285714286,1.7166233333333334,1.8715142857142857,11.0,-1.0,4.0,0.09222666666666668,-0.4405008333333327
ESP-La Liga,2526,2026-03-05,Valencia,Ath Madrid,,,,,,1630.55126953,1830.80102539,-200.24975586000005,3.0,8.0,-0.4093793333333334,-0.5670777142857142,1.7427126666666668,1.709934857142857,1.6579999999999995,1.2275294285714284,11.0,4.0,14.0,0.11139400000000048,0.1219802857142857,0.8886059999999999,1.3065911428571426,0.5396070000000006,0.987383,12.0,-1.0,-6.0,1.2031056666666662,0.7693939999999996
ESP-La Liga,2526,2026-03-05,Osasuna,Barcelona,,,,,,1668.7401123,1938.57006836,-269.8299560600001,7.0,14.0,0.8313966666666667,0.3346581666666668,1.5019366666666667,1.4986751666666667,1.2052639999999997,1.1454145,12.0,9.0,18.0,-1.7960849999999995,-1.478915,4.796084999999999,3.645581666666667,0.9249350000000005,1.2663511666666667,11.0,-2.0,-4.0,0.5770016666666662,-3.590820999999999
ESP-La Liga,2526,2026-03-05,Villarreal,Levante,,,,,,1735.04406738,1583.8302002,151.21386717999985,4.0,10.0,1.7748110000000006,0.5665835,1.225188999999999,1.4334164999999999,1.4397085000000005,1.3694581666666668,11.0,1.0,8.0,0.48679950000000016,0.18470133333333336,0.5132005000000008,1.3152986666666666,1.694526500000001,1.6375856666666662,11.0,3.0,2.0,-0.46933750000000196,0.9265079999999997
ESP-La Liga,2526,2026-03-05,Sevilla,Sociedad,,,,,,1595.36975098,1674.51550293,-79.14575194999998,4.0,5.0,0.12267433333333322,-0.5100568571428573,1.210659,1.3671997142857144,2.519346666666667,2.395355714285714,11.0,7.0,15.0,0.4957866666666668,0.1906071428571427,1.8375466666666664,1.6665357142857145,1.2038479999999998,1.4807602857142859,12.0,-3.0,-10.0,0.0068110000000001225,0.6818000000000004
ITA-Serie A,2526,2026-03-05,Atalanta,Genoa,,,,,,1790.18823242,1626.42260742,163.765625,7.0,17.0,-0.9750279999999995,-0.7599319999999999,2.975028,2.4742177142857145,2.9163253333333334,1.922464,11.0,3.0,9.0,1.045151,0.5417638571428574,1.2881823333333333,1.172521857142857,1.5187606666666664,1.3852677142857142,11.0,4.0,8.0,1.4562673333333336,1.6281430000000001
ITA-Serie A,2526,2026-03-05,Bologna,Cagliari,,,,,,1688.95678711,1616.90344238,72.05334473000016,0.0,4.0,-0.226352666666667,-0.02011262499999998,0.8930193333333326,1.020112625,1.4191959999999997,1.7913947499999998,10.0,6.0,10.0,0.7088690000000001,0.2646951428571428,1.2911309999999998,1.0210191428571431,1.5568776666666675,1.4215537142857144,12.0,-6.0,-6.0,-0.6638583333333349,0.12806499999999987
ITA-Serie A,2526,2026-03-05,Como,Napoli,,,,,,1736.55407715,1802.6505127,-66.09643555000002,4.0,11.0,-1.5611349999999997,-0.4197549999999999,4.561135,2.753088333333333,0.556216,1.0385141666666666,12.0,6.0,15.0,0.09474800000000028,2.862499999994883e-05,1.5719186666666667,1.4999713749999999,1.5611433333333329,1.1739253749999998,11.0,-2.0,-4.0,2.9999916666666673,-1.0157026666666666
ITA-Serie A,2526,2026-03-05,Cremonese,Lazio,,,,,,1557.72375488,1721.56140137,-163.83764649000022,0.0,2.0,-0.42350499999999996,-0.5487912857142857,0.7568383333333334,0.9773627142857143,2.2276666666666665,2.0558162857142857,11.0,5.0,9.0,0.4692316666666672,0.02628628571428573,1.197435,1.1165708571428572,1.7633880000000002,1.7290658571428572,12.0,-5.0,-7.0,-1.006549666666667,1.0302316666666664
ITA-Serie A,2526,2026-03-05,Inter,Parma,,,,,,1935.36364746,1600.06640625,335.29724121000004,9.0,22.0,0.6073599999999992,-0.2851425000000001,3.7259733333333336,3.0351425,0.561770666666667,0.5891365000000001,12.0,3.0,9.0,-0.21892266666666646,-0.15730987500000002,0.8855893333333333,0.782309875,3.394956666666667,2.186963,11.0,6.0,13.0,0.33101666666666674,-0.32381866666666637
ITA-Serie A,2526,2026-03-05,Juventus,Verona,,,,,,1822.34020996,1533.97607422,288.36413573999994,7.0,14.0,0.35924333333333375,-0.0753698571428569,2.640756666666667,2.646798428571429,0.6096489999999996,0.4997831428571428,12.0,1.0,3.0,-0.008993766666666606,-0.04247453750000006,0.3423271000000001,0.6674745375,1.7264133333333334,1.280282375,13.0,6.0,11.0,0.9143433333333335,0.26732189999999945
ITA-Serie A,2526,2026-03-05,Pisa,Lecce,,,,,,1519.54919434,1557.09606934,-37.546875,1.0,4.0,0.17048199999999994,-0.259692,0.8295179999999999,1.259692,2.8417947666666667,2.164605757142857,10.0,4.0,4.0,-0.4185760000000002,-0.336148,1.085242666666667,0.7647194285714286,1.364884,1.7916331428571426,12.0,-3.0,0.0,-0.5353660000000001,1.7565520999999997
ITA-Serie A,2526,2026-03-05,Roma,Fiorentina,,,,,,1803.15795898,1645.61462402,157.54333496000004,4.0,13.0,-0.6695806666666669,-0.5566202857142856,1.6695806666666666,1.8423345714285715,0.6129796666666668,0.9190000000000002,11.0,1.0,9.0,-0.3918699999999999,-0.4182414285714288,1.725203333333333,1.8468128571428573,1.5628533333333332,1.6494545714285713,10.0,3.0,4.0,0.1067273333333334,-1.112223666666666
ITA-Serie A,2526,2026-03-05,Sassuolo,Milan,,,,,,1616.17126465,1833.3190918,-217.14782715,6.0,7.0,-0.10120233333333377,-0.3569828571428572,1.434535666666667,1.0712685714285715,1.456746,1.7177661428571427,13.0,4.0,12.0,0.029548999999999825,-0.44612533333333343,1.9704509999999997,2.1127920000000002,1.288128000000001,1.4075026666666666,11.0,2.0,-5.0,0.14640766666666605,-0.5137049999999996
ITA-Serie A,2526,2026-03-05,Udinese,Torino,,,,,,1623.22949219,1630.54516602,-7.315673829999923,6.0,10.0,0.5086183333333333,0.09314199999999997,1.1580483333333331,1.1925722857142858,1.1429253333333333,1.5839465714285712,10.0,4.0,7.0,-0.2744826666666667,-0.22007128571428575,1.2744826666666667,1.2200712857142857,1.631308,1.7215382857142856,11.0,2.0,3.0,-0.47325966666666686,-0.1315573333333333
GER-Bundesliga,2526,2026-03-13,M'gladbach,St Pauli,,,,,,1622.73962402,1555.26184082,67.47778319999998,1.0,6.0,0.216522,-0.20734500000000003,0.783478,1.3740116666666664,0.741257,1.9456665,13.0,3.0,5.0,0.3378300000000001,-0.15604066666666677,1.66217,1.3227073333333332,0.912627,1.6251206666666667,13.0,-2.0,1.0,-0.12914899999999996,-0.9209129999999999
ENG-Premier League,2526,2026-03-14,West Ham,Man City,,,,,,1746.12316895,1979.5435791,-233.42041014999995,4.0,10.0,0.2851199999999998,-0.011802571428571662,1.2148799999999995,1.5832311428571428,1.2911035000000002,1.5880535714285713,14.0,6.0,12.0,0.4540100000000006,-0.08143785714285709,2.045989999999999,1.6528664285714285,1.1596750000000005,1.5430104285714283,14.0,-2.0,-2.0,0.05520499999999906,-0.7548864999999987
ENG-Premier League,2526,2026-03-14,Burnley,Bournemouth,,,,,,1697.41235352,1844.31835938,-146.90600586000005,3.0,6.0,0.2311435000000001,0.48673249999999996,1.2688565,0.8466008333333334,1.6249500000000001,2.2904433333333336,11.0,4.0,14.0,-0.11927999999999983,0.1613383333333335,1.61928,1.8386616666666662,1.4888180000000002,1.440063,11.0,-1.0,-8.0,-0.21996150000000014,0.005670000000000064
ENG-Premier League,2526,2026-03-14,Crystal Palace,Leeds,,,,,,1793.43347168,1785.33105469,8.102416989999938,4.0,5.0,-0.23466799999999952,-0.6967034285714286,1.5680013333333334,1.553846285714286,0.8054416666666663,1.7354707142857142,20.0,4.0,8.0,0.16436499999999987,-0.17479,2.3356350000000003,1.8414566666666667,2.43628,2.0000820000000004,11.0,0.0,-3.0,-0.8682786666666666,-1.530193333333334
