league,season,game,league_id,season_id,game_id,date,home_team_id,away_team_id,home_team,away_team,away_team_code,home_team_code,home_goals,away_goals,home_xg,away_xg,is_result,has_data,url
ITA-Serie A,1415,2014-09-23 Empoli-AC Milan,2,2014,5129,2014-09-23 19:45:00,108,111,Empoli,AC Milan,MIL,EMP,2,2,2.03406,0.58264,True,True,https://understat.com/match/5129
ITA-Serie A,1415,2014-09-24 Cagliari-Torino,2,2014,5134,2014-09-24 19:45:00,116,113,Cagliari,Torino,TOR,CAG,1,2,0.775745,1.296,True,True,https://understat.com/match/5134
ITA-Serie A,1415,2014-09-24 Fiorentina-Sassuolo,2,2014,5130,2014-09-24 19:45:00,110,104,Fiorentina,Sassuolo,SAS,FIO,0,0,1.0464,0.159402,True,True,https://understat.com/match/5130
ITA-Serie A,1415,2014-09-24 Inter-Atalanta,2,2014,5132,2014-09-24 19:45:00,106,107,Inter,Atalanta,ATA,INT,2,0,1.81087,0.421513,True,True,https://understat.com/match/5132
ITA-Serie A,1415,2014-09-24 Juventus-Cesena,2,2014,5133,2014-09-24 19:45:00,98,203,Juventus,Cesena,CES,JUV,3,0,2.23177,0.0127481,True,True,https://understat.com/match/5133
ITA-Serie A,1415,2014-09-24 Napoli-Palermo,2,2014,5135,2014-09-24 19:45:00,105,100,Napoli,Palermo,PAL,NAP,3,3,1.53135,1.11014,True,True,https://understat.com/match/5135
ITA-Serie A,1415,2014-09-24 Parma-Roma,2,2014,5136,2014-09-24 19:45:00,204,95,Parma,Roma,ROM,PAR,1,2,0.334683,0.82541,True,True,https://understat.com/match/5136
ITA-Serie A,1415,2014-09-24 Sampdoria-Chievo,2,2014,5137,2014-09-24 19:45:00,102,109,Sampdoria,Chievo,CHI,SAM,2,1,1.78275,0.270687,True,True,https://understat.com/match/5137
ITA-Serie A,1415,2014-09-24 Verona-Genoa,2,2014,5131,2014-09-24 19:45:00,94,101,Verona,Genoa,GEN,VER,2,2,1.82598,1.6167,True,True,https://understat.com/match/5131
ITA-Serie A,1415,2014-09-25 Lazio-Udinese,2,2014,5138,2014-09-25 19:45:00,96,99,Lazio,Udinese,UDI,LAZ,0,1,0.940274,1.062,True,True,https://understat.com/match/5138
ITA-Serie A,1415,2014-09-27 Atalanta-Juventus,2,2014,5140,2014-09-27 19:45:00,107,98,Atalanta,Juventus,JUV,ATA,0,3,1.01149,2.69489,True,True,https://understat.com/match/5140
ITA-Serie A,1415,2014-09-27 Roma-Verona,2,2014,5139,2014-09-27 17:00:00,95,94,Roma,Verona,VER,ROM,2,0,2.69285,0.353371,True,True,https://understat.com/match/5139
ITA-Serie A,1415,2014-09-28 Cesena-AC Milan,2,2014,5143,2014-09-28 14:00:00,203,111,Cesena,AC Milan,MIL,CES,1,1,1.13049,0.876708,True,True,https://understat.com/match/5143
ITA-Serie A,1415,2014-09-28 Chievo-Empoli,2,2014,5144,2014-09-28 14:00:00,109,108,Chievo,Empoli,EMP,CHI,1,1,0.837322,1.67402,True,True,https://understat.com/match/5144
